,Location,FIPS,"Mortality Rate, 1980*","Mortality Rate, 1985*","Mortality Rate, 1990*","Mortality Rate, 1995*","Mortality Rate, 2000*","Mortality Rate, 2005*","Mortality Rate, 2010*","Mortality Rate, 2014*","% Change in Mortality Rate, 1980-2014","Mortality Rate, 1981*","Mortality Rate, 1982*","Mortality Rate, 1983*","Mortality Rate, 1984*","Mortality Rate, 1986*","Mortality Rate, 1987*","Mortality Rate, 1988*","Mortality Rate, 1989*","Mortality Rate, 1991*","Mortality Rate, 1992*","Mortality Rate, 1993*","Mortality Rate, 1994*","Mortality Rate, 1996*","Mortality Rate, 1997*","Mortality Rate, 1998*","Mortality Rate, 1999*","Mortality Rate, 2001*","Mortality Rate, 2002*","Mortality Rate, 2003*","Mortality Rate, 2004*","Mortality Rate, 2006*","Mortality Rate, 2007*","Mortality Rate, 2008*","Mortality Rate, 2009*","Mortality Rate, 2011*","Mortality Rate, 2012*","Mortality Rate, 2013*"
142,"Grant County, Arkansas",5053.0,556.1,519.62,464.86,449.48,431.75,368.8,325.48,323.77,"-41.78 (-46.99, -35.58)",548.8040000000001,541.508,534.212,526.916,508.668,497.716,486.764,475.812,461.78400000000005,458.708,455.632,452.55600000000004,445.9340000000001,442.38800000000003,438.84200000000004,435.29600000000005,419.16,406.57000000000005,393.98,381.39000000000004,360.136,351.472,342.808,334.144,325.13800000000003,324.79600000000005,324.45399999999995
143,"Greene County, Arkansas",5055.0,551.03,529.52,496.25,482.32,473.41,420.54,379.22,375.93,"-31.78 (-36.78, -26.20)",546.7280000000001,542.4259999999999,538.124,533.822,522.866,516.212,509.558,502.904,493.464,490.678,487.892,485.106,480.538,478.75600000000003,476.974,475.19200000000006,462.83600000000007,452.262,441.68800000000005,431.11400000000003,412.276,404.01200000000006,395.74800000000005,387.48400000000004,378.562,377.904,377.246
144,"Hempstead County, Arkansas",5057.0,517.41,495.04,460.59,470.14,457.8,421.71,393.78,402.28,"-22.25 (-28.72, -14.66)",512.936,508.462,503.988,499.514,488.15000000000003,481.26,474.37,467.48,462.5,464.40999999999997,466.32,468.23,467.672,465.204,462.736,460.26800000000003,450.582,443.36400000000003,436.14599999999996,428.928,416.124,410.538,404.952,399.366,395.48,397.17999999999995,398.88
145,"Hot Spring County, Arkansas",5059.0,497.31,470.74,439.71,427.7,407.67,356.25,324.63,327.87,"-34.07 (-39.22, -28.10)",491.99600000000004,486.682,481.36800000000005,476.05400000000003,464.53400000000005,458.32800000000003,452.12199999999996,445.91600000000005,437.30800000000005,434.90599999999995,432.504,430.10200000000003,423.694,419.688,415.682,411.67600000000004,397.386,387.102,376.818,366.534,349.926,343.602,337.278,330.954,325.278,325.926,326.574
146,"Howard County, Arkansas",5061.0,505.23,494.19,465.18,462.17,460.4,419.63,389.03,392.05,"-22.40 (-29.42, -14.96)",503.02200000000005,500.81399999999996,498.606,496.398,488.38800000000003,482.586,476.784,470.982,464.57800000000003,463.976,463.374,462.77200000000005,461.81600000000003,461.462,461.10799999999995,460.754,452.246,444.092,435.938,427.784,413.51,407.39,401.27,395.15,389.634,390.238,390.842
147,"Independence County, Arkansas",5063.0,503.37,469.83,438.68,424.6,411.56,361.75,332.39,342.94,"-31.87 (-37.29, -25.89)",496.66200000000003,489.954,483.246,476.538,463.6,457.37,451.14,444.91,435.86400000000003,433.048,430.23199999999997,427.41600000000005,421.9920000000001,419.384,416.776,414.16800000000006,401.59800000000007,391.63599999999997,381.674,371.71200000000005,355.87800000000004,350.006,344.134,338.262,334.5,336.61,338.71999999999997
148,"Izard County, Arkansas",5065.0,477.48,456.3,413.73,407.44,377.46,341.17,301.12,309.89,"-35.10 (-41.08, -28.43)",473.244,469.00800000000004,464.772,460.53600000000006,447.78600000000006,439.272,430.75800000000004,422.244,412.47200000000004,411.214,409.956,408.698,401.444,395.448,389.452,383.456,370.202,362.94399999999996,355.68600000000004,348.42800000000005,333.16,325.15,317.14,309.13,302.874,304.628,306.382
149,"Jackson County, Arkansas",5067.0,541.94,519.11,482.16,491.99,481.9,437.48,401.89,411.84,"-24.01 (-30.03, -16.89)",537.374,532.808,528.2420000000001,523.676,511.72,504.33000000000004,496.94,489.55000000000007,484.1260000000001,486.092,488.05800000000005,490.02400000000006,489.97200000000004,487.954,485.93600000000004,483.918,473.01599999999996,464.132,455.248,446.36400000000003,430.362,423.244,416.126,409.00800000000004,403.88,405.87,407.86
150,"Jefferson County, Arkansas",5069.0,562.89,544.59,508.81,494.87,463.84,426.63,387.47,397.92,"-29.31 (-33.60, -24.28)",559.23,555.5699999999999,551.9100000000001,548.25,537.434,530.278,523.1220000000001,515.966,506.022,503.23400000000004,500.44599999999997,497.658,488.664,482.45799999999997,476.25199999999995,470.046,456.398,448.956,441.514,434.072,418.79800000000006,410.966,403.134,395.3020000000001,389.56000000000006,391.65,393.74
151,"Johnson County, Arkansas",5071.0,468.19,436.94,397.64,386.78,375.33,338.05,306.15,307.9,"-34.24 (-40.31, -27.65)",461.94000000000005,455.69,449.44,443.19000000000005,429.08000000000004,421.22,413.36,405.5,395.468,393.29599999999994,391.124,388.952,384.49,382.2,379.90999999999997,377.62,367.874,360.418,352.962,345.506,331.67,325.29,318.90999999999997,312.53,306.5,306.84999999999997,307.2
152,"Lafayette County, Arkansas",5073.0,530.57,505.87,460.98,460.89,446.05,399.93,371.04,381.07,"-28.18 (-34.83, -20.82)",525.6300000000001,520.69,515.75,510.81000000000006,496.89200000000005,487.914,478.93600000000004,469.9580000000001,460.96200000000005,460.944,460.92600000000004,460.908,457.922,454.954,451.986,449.01800000000003,436.826,427.602,418.37800000000004,409.154,394.15200000000004,388.374,382.596,376.81800000000004,373.04600000000005,375.052,377.058
153,"Lawrence County, Arkansas",5075.0,505.9,487.02,444.84,438.13,426.08,386.5,339.75,345.63,"-31.68 (-37.49, -24.76)",502.124,498.34799999999996,494.572,490.796,478.584,470.148,461.712,453.276,443.49800000000005,442.156,440.81399999999996,439.47200000000004,435.72,433.31,430.9,428.49,418.16400000000004,410.248,402.332,394.41600000000005,377.15000000000003,367.79999999999995,358.45000000000005,349.1,340.92600000000004,342.102,343.278
154,"Lee County, Arkansas",5077.0,546.13,518.59,472.97,457.88,442.89,390.4,351.32,353.72,"-35.23 (-41.30, -28.54)",540.6220000000001,535.114,529.606,524.0980000000001,509.46600000000007,500.342,491.218,482.09400000000005,469.95200000000006,466.93399999999997,463.91600000000005,460.898,454.88200000000006,451.884,448.88599999999997,445.88800000000003,432.392,421.894,411.39599999999996,400.898,382.584,374.768,366.952,359.13599999999997,351.8,352.28000000000003,352.76
155,"Lincoln County, Arkansas",5079.0,517.58,502.26,462.33,457.91,441.37,395.89,356.09,362.49,"-29.97 (-37.11, -22.21)",514.5160000000001,511.452,508.38800000000003,505.324,494.274,486.288,478.30199999999996,470.31600000000003,461.446,460.562,459.678,458.79400000000004,454.60200000000003,451.294,447.986,444.678,432.274,423.178,414.082,404.986,387.93,379.97,372.01,364.05,357.37,358.65,359.93
156,"Little River County, Arkansas",5081.0,498.56,478.84,437.6,441.68,439.22,396.67,368.71,367.03,"-26.38 (-32.90, -19.03)",494.616,490.67199999999997,486.72799999999995,482.784,470.592,462.344,454.096,445.84800000000007,438.41600000000005,439.232,440.048,440.86400000000003,441.18800000000005,440.696,440.204,439.71200000000005,430.71000000000004,422.2,413.69000000000005,405.18,391.07800000000003,385.486,379.894,374.302,368.374,368.03799999999995,367.702
157,"Logan County, Arkansas",5083.0,554.56,512.53,470.16,462.31,440.32,392.16,358.23,361.51,"-34.81 (-40.43, -28.64)",546.154,537.7479999999999,529.342,520.936,504.05600000000004,495.582,487.108,478.634,468.59000000000003,467.02,465.45,463.88,457.91200000000003,453.514,449.116,444.718,430.68800000000005,421.05600000000004,411.424,401.7920000000001,385.3740000000001,378.58799999999997,371.802,365.016,358.886,359.54200000000003,360.198
158,"Lonoke County, Arkansas",5085.0,521.87,496.05,448.23,434.97,413.91,356.43,313.4,314.92,"-39.66 (-44.04, -34.82)",516.706,511.54200000000003,506.37800000000004,501.21400000000006,486.48600000000005,476.922,467.358,457.7940000000001,445.5780000000001,442.92600000000004,440.27400000000006,437.62200000000007,430.75800000000004,426.54600000000005,422.33400000000006,418.12200000000007,402.41400000000004,390.918,379.422,367.92600000000004,347.824,339.218,330.61199999999997,322.006,313.704,314.00800000000004,314.312
159,"Madison County, Arkansas",5087.0,488.45,469.21,433.08,427.5,411.64,364.14,332.8,336.01,"-31.21 (-37.75, -24.55)",484.602,480.754,476.90599999999995,473.058,461.984,454.7579999999999,447.5319999999999,440.306,431.964,430.84799999999996,429.73199999999997,428.616,424.328,421.156,417.984,414.812,402.14,392.64,383.14,373.64,357.872,351.604,345.336,339.068,333.442,334.084,334.726
160,"Marion County, Arkansas",5089.0,400.78,384.83,352.8,352.2,337.4,297.76,276.05,279.43,"-30.28 (-36.67, -23.11)",397.59000000000003,394.4,391.21,388.02000000000004,378.42400000000004,372.018,365.612,359.206,352.68,352.56,352.44,352.32,349.24,346.28,343.31999999999994,340.36,329.47200000000004,321.544,313.616,305.688,293.418,289.076,284.734,280.39200000000005,276.72600000000006,277.402,278.078
161,"Miller County, Arkansas",5091.0,541.24,503.72,455.44,423.35,399.94,355.16,326.7,327.6,"-39.47 (-43.93, -34.35)",533.736,526.232,518.7280000000001,511.22400000000005,494.0640000000001,484.408,474.75200000000007,465.09600000000006,449.02200000000005,442.60400000000004,436.18600000000004,429.7680000000001,418.66800000000006,413.986,409.30400000000003,404.622,390.98400000000004,382.028,373.072,364.11600000000004,349.4680000000001,343.776,338.084,332.39200000000005,326.88,327.06,327.24
162,"Mississippi County, Arkansas",5093.0,612.81,585.27,519.34,524.47,517.84,479.27,429.1,428.58,"-30.06 (-34.85, -24.78)",607.302,601.794,596.286,590.778,572.0840000000001,558.898,545.712,532.5260000000001,520.366,521.392,522.418,523.4440000000001,523.144,521.818,520.492,519.166,510.12600000000003,502.41200000000003,494.698,486.98400000000004,469.236,459.202,449.168,439.134,428.99600000000004,428.892,428.788
163,"Monroe County, Arkansas",5095.0,619.41,580.39,529.71,519.98,495.59,451.66,400.8,407.09,"-34.28 (-40.47, -27.77)",611.606,603.8019999999999,595.998,588.194,570.254,560.1179999999999,549.982,539.846,527.764,525.818,523.8720000000001,521.926,515.1020000000001,510.224,505.346,500.46799999999996,486.804,478.01800000000003,469.23199999999997,460.446,441.48800000000006,431.31600000000003,421.144,410.97200000000004,402.05800000000005,403.31600000000003,404.57399999999996
164,"Montgomery County, Arkansas",5097.0,509.4,478.73,438.31,422.91,406.81,372.06,321.65,322.42,"-36.71 (-42.61, -30.23)",503.26599999999996,497.132,490.998,484.86400000000003,470.6460000000001,462.562,454.478,446.394,435.23,432.15,429.07000000000005,425.99,419.69000000000005,416.47,413.25,410.03000000000003,399.86,392.90999999999997,385.96000000000004,379.01000000000005,361.978,351.89599999999996,341.81399999999996,331.73199999999997,321.804,321.95799999999997,322.11199999999997
165,"Nevada County, Arkansas",5099.0,501.67,480.71,451.69,444.86,431.21,386.39,361.52,360.99,"-28.04 (-35.23, -20.00)",497.478,493.286,489.094,484.902,474.906,469.102,463.298,457.494,450.32400000000007,448.958,447.592,446.22600000000006,442.13000000000005,439.4,436.67,433.94000000000005,422.24600000000004,413.28200000000004,404.318,395.35400000000004,381.41600000000005,376.442,371.46799999999996,366.494,361.414,361.308,361.202
166,"Newton County, Arkansas",5101.0,438.04,415.47,380.78,372.62,363.39,327.76,305.99,297.97,"-31.98 (-39.41, -23.85)",433.526,429.01200000000006,424.49800000000005,419.98400000000004,408.53200000000004,401.594,394.656,387.71799999999996,379.14799999999997,377.51599999999996,375.884,374.252,370.774,368.928,367.082,365.236,356.264,349.13800000000003,342.01199999999994,334.886,323.40600000000006,319.052,314.698,310.34400000000005,304.386,302.78200000000004,301.178
167,"Ouachita County, Arkansas",5103.0,565.54,540.15,506.01,505.88,495.07,449.95,407.51,410.84,"-27.35 (-33.22, -21.34)",560.462,555.384,550.306,545.2280000000001,533.322,526.4939999999999,519.6659999999999,512.838,505.984,505.95799999999997,505.93199999999996,505.906,503.718,501.556,499.394,497.232,486.04600000000005,477.022,467.998,458.97400000000005,441.46200000000005,432.974,424.486,415.99800000000005,408.17600000000004,408.842,409.508
168,"Perry County, Arkansas",5105.0,542.61,508.88,450.28,435.59,400.12,360.67,312.23,313.19,"-42.28 (-47.93, -35.97)",535.864,529.1179999999999,522.372,515.6260000000001,497.16,485.43999999999994,473.71999999999997,462.0,447.342,444.40399999999994,441.466,438.52799999999996,428.496,421.402,414.308,407.214,392.23,384.34000000000003,376.45000000000005,368.56,350.982,341.29400000000004,331.606,321.918,312.422,312.61400000000003,312.806
169,"Phillips County, Arkansas",5107.0,663.82,630.99,583.32,572.68,538.96,486.54,433.63,435.85,"-34.34 (-39.45, -28.96)",657.254,650.6880000000001,644.1220000000001,637.556,621.456,611.922,602.388,592.854,581.192,579.0640000000001,576.9359999999999,574.808,565.936,559.192,552.4480000000001,545.7040000000001,528.4760000000001,517.9920000000001,507.50800000000004,497.02400000000006,475.958,465.376,454.794,444.212,434.074,434.51800000000003,434.962
170,"Pike County, Arkansas",5109.0,462.89,452.04,416.8,412.96,403.93,363.94,335.83,340.81,"-26.37 (-33.99, -17.66)",460.72,458.55,456.38,454.21000000000004,444.9920000000001,437.944,430.896,423.84800000000007,416.03200000000004,415.264,414.496,413.728,411.154,409.34799999999996,407.54200000000003,405.736,395.932,387.93399999999997,379.93600000000004,371.938,358.318,352.696,347.07399999999996,341.452,336.826,337.822,338.818
171,"Poinsett County, Arkansas",5111.0,578.99,557.12,529.35,522.85,507.31,466.46,425.68,438.59,"-24.25 (-30.26, -17.19)",574.616,570.242,565.8679999999999,561.494,551.566,546.012,540.4580000000001,534.904,528.0500000000001,526.75,525.45,524.1500000000001,519.7420000000001,516.634,513.526,510.418,499.14,490.96999999999997,482.79999999999995,474.63,458.30400000000003,450.148,441.99199999999996,433.836,428.26200000000006,430.844,433.42600000000004
172,"Polk County, Arkansas",5113.0,493.17,470.12,432.48,431.63,421.56,375.34,339.97,344.58,"-30.13 (-35.57, -23.43)",488.56000000000006,483.95,479.34000000000003,474.73,462.592,455.064,447.536,440.00800000000004,432.31000000000006,432.14,431.97,431.80000000000007,429.61600000000004,427.60200000000003,425.58799999999997,423.57400000000007,412.31600000000003,403.072,393.828,384.584,368.266,361.192,354.118,347.04400000000004,340.89200000000005,341.81399999999996,342.736
173,"Pope County, Arkansas",5115.0,466.55,437.91,390.45,387.5,374.04,336.03,302.88,307.83,"-34.02 (-38.81, -28.55)",460.822,455.09400000000005,449.366,443.63800000000003,428.418,418.926,409.43399999999997,399.942,389.86,389.27,388.68,388.09000000000003,384.808,382.116,379.424,376.732,366.43800000000005,358.836,351.234,343.632,329.40000000000003,322.77,316.14,309.51,303.87,304.86,305.84999999999997
174,"Prairie County, Arkansas",5117.0,516.47,480.19,430.25,423.21,404.79,354.62,318.65,316.29,"-38.76 (-45.34, -31.21)",509.21400000000006,501.958,494.702,487.446,470.20200000000006,460.214,450.226,440.23800000000006,428.84200000000004,427.43399999999997,426.026,424.618,419.526,415.842,412.158,408.47400000000005,394.7560000000001,384.722,374.688,364.65400000000005,347.42600000000004,340.23199999999997,333.038,325.844,318.178,317.706,317.234
175,"Pulaski County, Arkansas",5119.0,521.47,468.93,419.87,408.97,374.9,330.8,291.99,291.77,"-44.05 (-46.58, -41.27)",510.96200000000005,500.454,489.946,479.438,459.118,449.30600000000004,439.494,429.682,417.69000000000005,415.51,413.33000000000004,411.15000000000003,402.15600000000006,395.342,388.528,381.71400000000006,366.08000000000004,357.26,348.44,339.62000000000006,323.03800000000007,315.276,307.514,299.752,291.946,291.902,291.858
176,"Randolph County, Arkansas",5121.0,496.22,468.55,431.44,417.75,392.64,353.92,316.29,317.12,"-36.09 (-41.53, -30.30)",490.68600000000004,485.15200000000004,479.61800000000005,474.08400000000006,461.12800000000004,453.706,446.284,438.8620000000001,428.70200000000006,425.964,423.226,420.48800000000006,412.72800000000007,407.706,402.68399999999997,397.66200000000003,384.896,377.152,369.408,361.66400000000004,346.394,338.86800000000005,331.342,323.81600000000003,316.456,316.622,316.788
177,"Saint Francis County, Arkansas",5123.0,634.01,603.37,550.04,529.28,520.08,462.41,411.04,420.89,"-33.61 (-39.78, -27.29)",627.8820000000001,621.754,615.626,609.498,592.7040000000001,582.038,571.372,560.706,545.8879999999999,541.7359999999999,537.584,533.432,527.44,525.6,523.76,521.9200000000001,508.5460000000001,497.01200000000006,485.47800000000007,473.9440000000001,452.1360000000001,441.8620000000001,431.588,421.3140000000001,413.01000000000005,414.98,416.95000000000005
178,"Saline County, Arkansas",5125.0,479.33,436.54,394.73,369.41,347.07,288.21,246.35,253.82,"-47.05 (-50.87, -43.22)",470.772,462.21399999999994,453.65599999999995,445.098,428.17800000000005,419.81600000000003,411.454,403.09200000000004,389.66600000000005,384.602,379.538,374.47400000000005,364.942,360.47400000000005,356.006,351.538,335.298,323.52599999999995,311.754,299.98199999999997,279.83799999999997,271.466,263.094,254.722,247.84400000000002,249.33800000000002,250.832
179,"Scott County, Arkansas",5127.0,565.78,520.39,473.82,469.26,456.7,421.93,372.34,380.01,"-32.83 (-38.80, -25.93)",556.702,547.624,538.546,529.4680000000001,511.076,501.762,492.448,483.134,472.908,471.996,471.084,470.172,466.74800000000005,464.236,461.724,459.212,449.74600000000004,442.79200000000003,435.83799999999997,428.884,412.01200000000006,402.094,392.176,382.25800000000004,373.874,375.40799999999996,376.942
180,"Searcy County, Arkansas",5129.0,478.45,457.03,422.72,415.72,397.44,355.18,328.86,339.18,"-29.11 (-36.13, -20.97)",474.166,469.882,465.59799999999996,461.314,450.168,443.306,436.444,429.58200000000005,421.32000000000005,419.92,418.52000000000004,417.12,412.064,408.408,404.752,401.096,388.988,380.536,372.084,363.632,349.916,344.65200000000004,339.38800000000003,334.124,330.92400000000004,332.988,335.052
181,"Sebastian County, Arkansas",5131.0,507.18,484.5,455.39,435.83,418.78,371.21,324.97,328.73,"-35.19 (-39.62, -30.78)",502.644,498.108,493.572,489.03600000000006,478.678,472.856,467.034,461.212,451.478,447.566,443.654,439.74199999999996,432.41999999999996,429.01,425.59999999999997,422.19,409.266,399.75199999999995,390.23799999999994,380.72400000000005,361.96200000000005,352.714,343.466,334.2180000000001,325.7220000000001,326.47400000000005,327.226
182,"Sevier County, Arkansas",5133.0,567.28,531.85,488.32,474.34,460.4,397.64,352.04,346.77,"-38.87 (-45.01, -32.15)",560.194,553.108,546.022,538.936,523.144,514.438,505.73199999999997,497.026,485.524,482.72799999999995,479.932,477.13599999999997,471.55199999999996,468.764,465.97599999999994,463.188,447.848,435.29599999999994,422.74399999999997,410.192,388.52000000000004,379.4,370.28000000000003,361.16,350.986,349.932,348.878
183,"Sharp County, Arkansas",5135.0,459.66,440.76,409.97,404.37,396.28,361.4,326.38,336.2,"-26.86 (-33.63, -19.94)",455.88000000000005,452.1,448.32,444.54,434.60200000000003,428.44399999999996,422.286,416.12800000000004,408.8500000000001,407.73,406.61,405.49000000000007,402.75200000000007,401.134,399.51599999999996,397.898,389.304,382.328,375.352,368.376,354.396,347.39199999999994,340.38800000000003,333.384,328.344,330.308,332.272
184,"Stone County, Arkansas",5137.0,512.25,475.97,421.34,405.94,383.94,328.64,290.16,284.91,"-44.38 (-49.86, -37.76)",504.994,497.738,490.48199999999997,483.22600000000006,465.0440000000001,454.118,443.192,432.266,418.26,415.17999999999995,412.1,409.02,401.54,397.14,392.74,388.34,372.88,361.82,350.76,339.7,320.94399999999996,313.24800000000005,305.552,297.85600000000005,289.11000000000007,288.06,287.01
185,"Union County, Arkansas",5139.0,526.61,488.06,452.3,441.25,419.36,371.61,338.22,334.82,"-36.42 (-40.66, -31.83)",518.9,511.19000000000005,503.48,495.77000000000004,480.908,473.75600000000003,466.60400000000004,459.45200000000006,450.09000000000003,447.88,445.67,443.46000000000004,436.872,432.494,428.116,423.73800000000006,409.81000000000006,400.26,390.71000000000004,381.16,364.932,358.254,351.576,344.898,337.54,336.86,336.18
186,"Van Buren County, Arkansas",5141.0,457.2,427.64,381.51,375.89,360.4,312.21,277.37,280.88,"-38.56 (-44.47, -32.43)",451.288,445.376,439.464,433.552,418.41400000000004,409.188,399.962,390.73600000000005,380.386,379.26199999999994,378.13800000000003,377.014,372.792,369.69399999999996,366.596,363.498,350.762,341.12399999999997,331.486,321.848,305.242,298.274,291.306,284.338,278.072,278.774,279.476
187,"Washington County, Arkansas",5143.0,461.32,435.61,380.45,365.01,357.37,301.75,278.38,287.78,"-37.62 (-41.90, -33.16)",456.17800000000005,451.036,445.894,440.75200000000007,424.5780000000001,413.546,402.514,391.482,377.362,374.274,371.18600000000004,368.09799999999996,363.48199999999997,361.954,360.426,358.898,346.24600000000004,335.122,323.998,312.874,297.076,292.402,287.728,283.05400000000003,280.26,282.14,284.02
188,"White County, Arkansas",5145.0,491.37,475.95,432.24,439.51,428.84,382.49,348.54,350.95,"-28.58 (-33.66, -23.37)",488.286,485.202,482.118,479.034,467.20799999999997,458.466,449.724,440.982,433.694,435.148,436.602,438.05600000000004,437.376,435.24199999999996,433.10799999999995,430.974,419.57,410.29999999999995,401.03,391.76,375.70000000000005,368.91,362.12,355.33000000000004,349.02200000000005,349.504,349.986
189,"Woodruff County, Arkansas",5147.0,617.32,590.78,556.26,551.33,533.24,481.36,427.8,444.31,"-28.03 (-35.27, -19.70)",612.0120000000001,606.704,601.396,596.0880000000001,583.876,576.972,570.068,563.164,555.2740000000001,554.288,553.302,552.316,547.7120000000001,544.094,540.4760000000001,536.8580000000001,522.864,512.488,502.11199999999997,491.73600000000005,470.648,459.936,449.22400000000005,438.512,431.10200000000003,434.404,437.706
190,"Yell County, Arkansas",5149.0,550.15,530.91,486.57,479.3,465.28,427.98,388.07,380.11,"-30.91 (-36.49, -24.92)",546.302,542.454,538.606,534.758,522.042,513.174,504.30600000000004,495.43800000000005,485.11600000000004,483.66200000000003,482.20799999999997,480.7540000000001,476.49600000000004,473.692,470.888,468.084,457.82,450.35999999999996,442.9,435.44,419.99800000000005,412.016,404.034,396.052,386.478,384.88599999999997,383.294
191,California,6.0,478.25,443.79,397.68,361.0,328.56,276.98,234.19,221.94,"-53.59 (-54.25, -52.91)",471.35800000000006,464.466,457.574,450.682,434.56800000000004,425.346,416.124,406.90200000000004,390.344,383.00800000000004,375.672,368.336,354.512,348.024,341.536,335.048,318.244,307.928,297.612,287.29600000000005,268.422,259.86400000000003,251.30599999999998,242.74800000000002,231.74,229.29,226.83999999999997
192,"Alameda County, California",6001.0,489.95,450.64,402.59,362.23,332.45,259.56,211.73,196.59,"-59.88 (-61.41, -58.36)",482.088,474.226,466.364,458.502,441.03,431.41999999999996,421.80999999999995,412.2,394.51800000000003,386.446,378.374,370.302,356.27400000000006,350.318,344.362,338.406,317.87199999999996,303.294,288.716,274.13800000000003,249.99400000000003,240.428,230.862,221.29600000000002,208.70200000000003,205.67399999999998,202.64600000000002
193,"Alpine County, California",6003.0,464.79,440.33,397.81,355.11,369.05,275.85,220.34,250.25,"-46.16 (-53.25, -37.61)",459.898,455.00600000000003,450.11400000000003,445.22200000000004,431.826,423.322,414.818,406.3140000000001,389.27000000000004,380.73,372.19000000000005,363.65000000000003,357.898,360.68600000000004,363.47400000000005,366.262,350.41,331.77000000000004,313.13,294.49,264.74800000000005,253.64600000000002,242.54400000000004,231.44200000000004,226.32200000000003,232.30400000000003,238.286
194,"Amador County, California",6005.0,431.48,400.57,350.36,340.16,318.15,279.3,247.72,251.52,"-41.71 (-46.48, -36.14)",425.298,419.116,412.93399999999997,406.752,390.528,380.486,370.444,360.40200000000004,348.32000000000005,346.28000000000003,344.24,342.20000000000005,335.75800000000004,331.356,326.954,322.552,310.38,302.61,294.84000000000003,287.07000000000005,272.98400000000004,266.668,260.35200000000003,254.03600000000003,248.48000000000002,249.24,250.0
195,"Butte County, California",6007.0,412.71,388.66,363.47,348.53,333.03,290.9,259.75,260.05,"-36.99 (-40.41, -33.43)",407.90000000000003,403.09000000000003,398.28,393.47,383.62200000000007,378.584,373.54600000000005,368.50800000000004,360.482,357.494,354.506,351.51800000000003,345.43,342.3299999999999,339.23,336.13,324.604,316.178,307.75199999999995,299.326,284.67,278.44,272.21,265.98,259.81,259.87,259.93
196,"Calaveras County, California",6009.0,454.6,427.33,368.67,344.55,313.13,276.49,240.85,243.57,"-46.42 (-50.41, -41.96)",449.1460000000001,443.692,438.238,432.78400000000005,415.59800000000007,403.866,392.134,380.40200000000004,363.84600000000006,359.02200000000005,354.198,349.374,338.2660000000001,331.98199999999997,325.698,319.41400000000004,305.802,298.474,291.146,283.818,269.362,262.23400000000004,255.106,247.978,241.394,241.938,242.482
197,"Colusa County, California",6011.0,536.69,473.17,403.76,366.1,324.72,266.84,228.85,220.23,"-58.97 (-62.83, -54.51)",523.9860000000001,511.28200000000004,498.57800000000003,485.8740000000001,459.28800000000007,445.406,431.524,417.64200000000005,396.22800000000007,388.696,381.164,373.63200000000006,357.82400000000007,349.548,341.27200000000005,332.99600000000004,313.144,301.568,289.99199999999996,278.416,259.24199999999996,251.644,244.046,236.448,227.126,225.402,223.678
198,"Contra Costa County, California",6013.0,420.07,408.8,352.04,317.62,301.52,241.38,213.06,201.18,"-52.11 (-54.09, -50.03)",417.81600000000003,415.562,413.308,411.05400000000003,397.44800000000004,386.096,374.744,363.392,345.156,338.27200000000005,331.38800000000003,324.504,314.4,311.18,307.96,304.74,289.492,277.464,265.43600000000004,253.40800000000002,235.716,230.05200000000002,224.388,218.72400000000002,210.68400000000003,208.308,205.93200000000002
199,"Del Norte County, California",6015.0,507.91,482.61,421.9,402.45,375.44,324.96,292.02,288.05,"-43.29 (-48.28, -37.56)",502.85,497.78999999999996,492.73,487.67,470.468,458.32599999999996,446.18399999999997,434.042,418.01,414.12,410.22999999999996,406.34000000000003,397.04800000000006,391.64599999999996,386.244,380.84200000000004,365.34400000000005,355.248,345.152,335.05600000000004,318.372,311.784,305.196,298.608,291.226,290.432,289.63800000000003
200,"El Dorado County, California",6017.0,422.81,392.66,337.69,310.82,275.7,244.09,205.03,203.73,"-51.81 (-54.89, -48.53)",416.7800000000001,410.75,404.72,398.69000000000005,381.66600000000005,370.672,359.678,348.68399999999997,332.316,326.942,321.568,316.194,303.796,296.772,289.748,282.724,269.378,263.056,256.73400000000004,250.41200000000003,236.27800000000002,228.466,220.654,212.842,204.77,204.51,204.25
201,"Fresno County, California",6019.0,461.48,422.44,389.94,374.43,348.97,304.15,272.74,275.94,"-40.21 (-42.73, -37.32)",453.672,445.864,438.05600000000004,430.248,415.94,409.44,402.94,396.44,386.838,383.736,380.634,377.53200000000004,369.3380000000001,364.246,359.154,354.06200000000007,340.00600000000003,331.04200000000003,322.078,313.11400000000003,297.868,291.586,285.304,279.022,273.38,274.02,274.65999999999997
202,"Glenn County, California",6021.0,484.59,441.65,388.43,368.78,338.6,281.0,242.85,239.3,"-50.62 (-54.94, -45.66)",476.002,467.414,458.82599999999996,450.238,431.006,420.36199999999997,409.71799999999996,399.074,384.5,380.57,376.64,372.71000000000004,362.744,356.70799999999997,350.672,344.6360000000001,327.08000000000004,315.56,304.04,292.52000000000004,273.37,265.74,258.11,250.48000000000002,242.14000000000001,241.43,240.72000000000003
203,"Humboldt County, California",6023.0,453.73,437.73,380.74,350.21,336.79,287.26,258.5,273.67,"-39.68 (-43.26, -35.47)",450.53000000000003,447.33000000000004,444.13,440.93000000000006,426.33200000000005,414.93399999999997,403.536,392.13800000000003,374.634,368.528,362.422,356.31600000000003,347.526,344.842,342.158,339.47400000000005,326.884,316.978,307.072,297.166,281.508,275.756,270.004,264.252,261.534,264.568,267.602
