,Location,FIPS,"Mortality Rate, 1980*","Mortality Rate, 1985*","Mortality Rate, 1990*","Mortality Rate, 1995*","Mortality Rate, 2000*","Mortality Rate, 2005*","Mortality Rate, 2010*","Mortality Rate, 2014*","% Change in Mortality Rate, 1980-2014","Mortality Rate, 1981*","Mortality Rate, 1982*","Mortality Rate, 1983*","Mortality Rate, 1984*","Mortality Rate, 1986*","Mortality Rate, 1987*","Mortality Rate, 1988*","Mortality Rate, 1989*","Mortality Rate, 1991*","Mortality Rate, 1992*","Mortality Rate, 1993*","Mortality Rate, 1994*","Mortality Rate, 1996*","Mortality Rate, 1997*","Mortality Rate, 1998*","Mortality Rate, 1999*","Mortality Rate, 2001*","Mortality Rate, 2002*","Mortality Rate, 2003*","Mortality Rate, 2004*","Mortality Rate, 2006*","Mortality Rate, 2007*","Mortality Rate, 2008*","Mortality Rate, 2009*","Mortality Rate, 2011*","Mortality Rate, 2012*","Mortality Rate, 2013*"
63,"Tallapoosa County, Alabama",1123.0,556.74,532.86,466.01,446.76,417.22,377.88,322.52,318.12,"-42.86 (-47.30, -38.65)",551.964,547.188,542.412,537.636,519.49,506.12,492.75,479.38,462.15999999999997,458.31,454.46,450.61,440.85200000000003,434.944,429.036,423.12800000000004,409.3520000000001,401.48400000000004,393.616,385.74800000000005,366.80800000000005,355.736,344.664,333.59200000000004,321.64000000000004,320.76,319.88
64,"Tuscaloosa County, Alabama",1125.0,477.56,450.02,413.68,397.81,390.57,345.73,302.16,305.46,"-36.04 (-39.66, -32.12)",472.052,466.544,461.036,455.528,442.752,435.48400000000004,428.216,420.94800000000004,410.50600000000003,407.332,404.158,400.98400000000004,396.3620000000001,394.914,393.466,392.01800000000003,381.60200000000003,372.634,363.66600000000005,354.698,337.016,328.302,319.588,310.874,302.82000000000005,303.48,304.14
65,"Walker County, Alabama",1127.0,513.36,484.38,454.94,450.5,445.27,392.09,343.86,360.35,"-29.81 (-34.02, -24.69)",507.5640000000001,501.76800000000003,495.972,490.17600000000004,478.492,472.604,466.716,460.828,454.052,453.164,452.276,451.38800000000003,449.45400000000006,448.408,447.36199999999997,446.31600000000003,434.634,423.998,413.36199999999997,402.726,382.444,372.798,363.15200000000004,353.50600000000003,347.158,350.456,353.754
66,"Washington County, Alabama",1129.0,584.6,554.24,500.43,480.15,454.45,389.31,348.59,341.06,"-41.66 (-47.24, -35.95)",578.528,572.456,566.384,560.3120000000001,543.4780000000001,532.716,521.954,511.19200000000006,496.374,492.318,488.262,484.206,475.01,469.87,464.72999999999996,459.59000000000003,441.422,428.394,415.366,402.338,381.16600000000005,373.022,364.878,356.73400000000004,347.084,345.578,344.072
67,"Wilcox County, Alabama",1131.0,505.4,474.31,433.06,439.1,416.14,380.49,342.43,342.2,"-32.29 (-38.84, -24.90)",499.182,492.96399999999994,486.746,480.528,466.06000000000006,457.81000000000006,449.56000000000006,441.31000000000006,434.26800000000003,435.476,436.68399999999997,437.89200000000005,434.50800000000004,429.916,425.32399999999996,420.732,409.01000000000005,401.88,394.75,387.62,372.878,365.266,357.654,350.04200000000003,342.384,342.33799999999997,342.29200000000003
68,"Winston County, Alabama",1133.0,583.56,544.4,482.38,461.31,430.07,368.49,320.19,310.49,"-46.79 (-51.54, -42.04)",575.728,567.896,560.064,552.232,531.996,519.592,507.188,494.784,478.166,473.952,469.738,465.524,455.062,448.814,442.566,436.31800000000004,417.754,405.438,393.122,380.80600000000004,358.83000000000004,349.16999999999996,339.51,329.85,318.25,316.31,314.37
69,Alaska,2.0,436.87,383.95,336.37,315.33,287.88,244.18,215.68,217.01,"-50.33 (-53.22, -47.60)",426.28600000000006,415.702,405.118,394.53400000000005,374.434,364.918,355.40200000000004,345.886,332.16200000000003,327.954,323.746,319.538,309.84000000000003,304.34999999999997,298.86,293.37,279.14,270.4,261.66,252.92000000000002,238.48000000000002,232.78000000000003,227.07999999999998,221.38000000000002,215.94600000000003,216.212,216.478
70,"Aleutians East Borough, Alaska",2013.0,582.21,465.95,309.76,267.94,257.8,195.73,149.33,150.59,"-74.13 (-79.65, -67.85)",558.9580000000001,535.706,512.454,489.202,434.712,403.474,372.236,340.998,301.396,293.032,284.668,276.304,265.91200000000003,263.884,261.856,259.82800000000003,245.38600000000002,232.972,220.558,208.144,186.45000000000002,177.17,167.89,158.61,149.58200000000002,149.834,150.086
71,"Aleutians West Census Area, Alaska",2016.0,582.21,465.95,309.76,267.94,257.8,195.73,149.33,150.59,"-74.13 (-79.65, -67.85)",558.9580000000001,535.706,512.454,489.202,434.712,403.474,372.236,340.998,301.396,293.032,284.668,276.304,265.91200000000003,263.884,261.856,259.82800000000003,245.38600000000002,232.972,220.558,208.144,186.45000000000002,177.17,167.89,158.61,149.58200000000002,149.834,150.086
72,"Anchorage Municipality, Alaska",2020.0,382.1,346.07,306.71,294.97,273.15,235.26,211.39,214.32,"-43.91 (-48.99, -38.51)",374.894,367.688,360.48199999999997,353.276,338.198,330.326,322.45399999999995,314.582,304.362,302.014,299.666,297.31800000000004,290.606,286.24199999999996,281.878,277.514,265.572,257.99399999999997,250.41599999999997,242.838,230.486,225.712,220.938,216.164,211.976,212.562,213.14799999999997
73,"Bethel Census Area, Alaska",2050.0,394.78,374.27,340.65,326.43,298.52,265.87,239.47,241.84,"-38.74 (-48.37, -27.59)",390.678,386.57599999999996,382.474,378.372,367.546,360.822,354.09799999999996,347.37399999999997,337.806,334.962,332.118,329.274,320.848,315.266,309.68399999999997,304.102,291.99,285.46000000000004,278.93,272.40000000000003,260.59000000000003,255.31,250.03,244.75000000000003,239.94400000000002,240.418,240.892
74,"Bristol Bay Borough, Alaska",2060.0,433.67,382.98,279.4,300.27,314.12,269.43,234.27,217.35,"-49.88 (-63.13, -31.85)",423.53200000000004,413.394,403.25600000000003,393.11800000000005,362.264,341.548,320.832,300.116,283.57399999999996,287.748,291.92199999999997,296.096,303.04,305.81,308.58000000000004,311.35,305.182,296.244,287.306,278.368,262.398,255.36599999999999,248.334,241.30200000000002,230.88600000000002,227.502,224.118
75,"Denali Borough, Alaska",2068.0,466.79,412.79,364.04,352.77,328.57,272.44,230.66,239.3,"-48.74 (-54.99, -41.24)",455.99,445.19000000000005,434.39,423.59000000000003,403.04,393.29,383.54,373.79,361.78600000000006,359.53200000000004,357.278,355.024,347.93,343.09,338.25,333.40999999999997,317.344,306.118,294.892,283.666,264.084,255.728,247.37199999999999,239.01600000000002,232.38800000000003,234.11599999999999,235.84400000000002
76,"Dillingham Census Area, Alaska",2070.0,575.18,473.25,403.92,377.69,345.69,300.94,256.93,260.88,"-54.64 (-61.23, -46.51)",554.794,534.4079999999999,514.0219999999999,493.636,459.384,445.51800000000003,431.65200000000004,417.78600000000006,398.67400000000004,393.428,388.182,382.936,371.28999999999996,364.89,358.49,352.09000000000003,336.74,327.78999999999996,318.84000000000003,309.89,292.13800000000003,283.336,274.534,265.732,257.72,258.51,259.3
77,"Fairbanks North Star Borough, Alaska",2090.0,472.97,424.25,363.4,335.66,300.51,249.37,214.6,218.52,"-53.80 (-59.11, -47.27)",463.22600000000006,453.48199999999997,443.738,433.994,412.08000000000004,399.90999999999997,387.74,375.57,357.852,352.304,346.756,341.208,328.63,321.6,314.57,307.54,290.28200000000004,280.054,269.826,259.598,242.416,235.462,228.50799999999998,221.554,215.38400000000001,216.168,216.952
78,"Haines Borough, Alaska",2100.0,373.74,349.79,320.62,314.28,296.45,251.09,213.69,211.03,"-43.53 (-55.08, -29.23)",368.95000000000005,364.16,359.37,354.58000000000004,343.9560000000001,338.122,332.288,326.45400000000006,319.35200000000003,318.08399999999995,316.81600000000003,315.548,310.714,307.14799999999997,303.582,300.01599999999996,287.378,278.306,269.234,260.16200000000003,243.61,236.13,228.65,221.17000000000002,213.15800000000002,212.626,212.094
79,"Hoonah-Angoon Census Area, Alaska",2105.0,482.9,413.86,348.22,314.52,287.38,234.33,195.8,188.37,"-60.99 (-66.75, -53.86)",469.092,455.284,441.476,427.668,400.732,387.60400000000004,374.476,361.348,341.48,334.74,328.0,321.26,309.092,303.664,298.236,292.808,276.77,266.16,255.55,244.94000000000003,226.62400000000002,218.918,211.21200000000002,203.50600000000003,194.31400000000002,192.828,191.342
80,"Juneau City and Borough, Alaska",2110.0,379.2,343.47,302.82,281.12,249.49,218.51,186.96,197.88,"-47.82 (-55.13, -40.01)",372.05400000000003,364.908,357.76200000000006,350.616,335.34000000000003,327.21000000000004,319.08,310.95,298.48,294.14,289.8,285.46000000000004,274.79400000000004,268.468,262.142,255.81600000000003,243.294,237.09799999999998,230.902,224.706,212.2,205.89,199.57999999999998,193.27,189.144,191.328,193.512
81,"Kenai Peninsula Borough, Alaska",2122.0,422.14,377.27,333.87,307.71,288.91,241.55,222.55,217.64,"-48.44 (-53.32, -42.93)",413.166,404.192,395.21799999999996,386.24399999999997,368.59,359.90999999999997,351.23,342.55,328.63800000000003,323.406,318.174,312.942,303.95000000000005,300.19,296.43,292.6700000000001,279.43800000000005,269.966,260.494,251.02200000000002,237.75,233.95000000000002,230.15,226.35000000000002,221.568,220.586,219.60399999999998
82,"Ketchikan Gateway Borough, Alaska",2130.0,482.77,438.16,382.8,358.7,326.16,277.94,244.93,244.27,"-49.40 (-55.84, -42.41)",473.848,464.926,456.004,447.082,427.088,416.016,404.944,393.872,377.98,373.15999999999997,368.34000000000003,363.52,352.192,345.684,339.176,332.66800000000006,316.5160000000001,306.872,297.228,287.584,271.338,264.736,258.134,251.532,244.79800000000003,244.666,244.53400000000002
83,"Kodiak Island Borough, Alaska",2150.0,515.17,443.59,377.56,339.37,293.07,256.37,209.73,197.25,"-61.71 (-67.19, -55.22)",500.854,486.538,472.222,457.906,430.384,417.178,403.972,390.766,369.922,362.284,354.64599999999996,347.00800000000004,330.11,320.85,311.59000000000003,302.33000000000004,285.73,278.39,271.05,263.71000000000004,247.042,237.714,228.386,219.058,207.23399999999998,204.738,202.242
84,"Kusilvak Census Area, Alaska",2158.0,444.44,410.49,362.66,351.66,336.66,290.13,283.3,270.84,"-39.06 (-48.74, -27.76)",437.65000000000003,430.86,424.07,417.2800000000001,400.9240000000001,391.358,381.79200000000003,372.22600000000006,360.46000000000004,358.26,356.06000000000006,353.86,348.66,345.66,342.66,339.66,327.35400000000004,318.048,308.742,299.43600000000004,288.764,287.398,286.032,284.666,280.808,278.316,275.824
85,"Lake and Peninsula Borough, Alaska",2164.0,575.18,473.25,403.92,377.69,345.69,300.94,256.93,260.88,"-54.64 (-61.23, -46.51)",554.794,534.4079999999999,514.0219999999999,493.636,459.384,445.51800000000003,431.65200000000004,417.78600000000006,398.67400000000004,393.428,388.182,382.936,371.28999999999996,364.89,358.49,352.09000000000003,336.74,327.78999999999996,318.84000000000003,309.89,292.13800000000003,283.336,274.534,265.732,257.72,258.51,259.3
86,"Matanuska-Susitna Borough, Alaska",2170.0,400.64,354.57,321.75,304.94,281.65,242.16,208.99,209.61,"-47.68 (-52.92, -42.10)",391.426,382.212,372.998,363.784,348.00600000000003,341.442,334.878,328.314,318.38800000000003,315.02599999999995,311.664,308.302,300.282,295.624,290.966,286.308,273.752,265.854,257.956,250.058,235.526,228.892,222.258,215.62400000000002,209.114,209.238,209.36200000000002
87,"Nome Census Area, Alaska",2180.0,475.06,431.06,382.79,376.28,361.99,306.56,277.02,284.32,"-40.15 (-48.78, -29.28)",466.26,457.46000000000004,448.65999999999997,439.86,421.406,411.75199999999995,402.098,392.444,381.48800000000006,380.18600000000004,378.884,377.582,373.422,370.56399999999996,367.706,364.84800000000007,350.90400000000005,339.818,328.732,317.646,300.65200000000004,294.744,288.836,282.928,278.48,279.94,281.4
88,"North Slope Borough, Alaska",2185.0,631.77,482.74,384.48,342.04,303.02,246.64,195.02,204.43,"-67.64 (-73.00, -60.47)",601.9639999999999,572.1579999999999,542.352,512.546,463.088,443.43600000000004,423.784,404.13200000000006,375.9920000000001,367.504,359.0160000000001,350.528,334.236,326.432,318.628,310.824,291.744,280.46799999999996,269.192,257.916,236.31600000000003,225.992,215.668,205.34400000000002,196.90200000000002,198.784,200.666
89,"Northwest Arctic Borough, Alaska",2188.0,484.82,438.45,384.87,364.19,323.94,267.32,230.0,241.87,"-50.11 (-57.72, -41.71)",475.546,466.272,456.998,447.724,427.734,417.01800000000003,406.302,395.586,380.73400000000004,376.598,372.462,368.326,356.14000000000004,348.09,340.04,331.99,312.616,301.29200000000003,289.96799999999996,278.644,259.856,252.392,244.928,237.464,232.374,234.748,237.12199999999999
90,"Petersburg Borough, Alaska",2195.0,482.77,438.16,382.8,358.7,326.16,277.94,244.93,244.27,"-49.40 (-55.84, -42.41)",473.848,464.926,456.004,447.082,427.088,416.016,404.944,393.872,377.98,373.15999999999997,368.34000000000003,363.52,352.192,345.684,339.176,332.66800000000006,316.5160000000001,306.872,297.228,287.584,271.338,264.736,258.134,251.532,244.79800000000003,244.666,244.53400000000002
91,"Prince of Wales-Hyder Census Area, Alaska",2198.0,482.77,438.16,382.8,358.7,326.16,277.94,244.93,244.27,"-49.40 (-55.84, -42.41)",473.848,464.926,456.004,447.082,427.088,416.016,404.944,393.872,377.98,373.15999999999997,368.34000000000003,363.52,352.192,345.684,339.176,332.66800000000006,316.5160000000001,306.872,297.228,287.584,271.338,264.736,258.134,251.532,244.79800000000003,244.666,244.53400000000002
92,"Sitka City and Borough, Alaska",2220.0,549.08,464.28,383.65,351.3,315.69,248.15,214.6,207.7,"-62.17 (-67.82, -55.63)",532.1200000000001,515.1600000000001,498.20000000000005,481.24,448.154,432.028,415.90199999999993,399.776,377.18,370.71,364.24,357.77000000000004,344.178,337.05600000000004,329.93399999999997,322.812,302.182,288.674,275.166,261.658,241.44,234.73,228.01999999999998,221.31,213.22,211.83999999999997,210.45999999999998
93,"Skagway Municipality, Alaska",2230.0,482.9,413.86,348.22,314.52,287.38,234.33,195.8,188.37,"-60.99 (-66.75, -53.86)",469.092,455.284,441.476,427.668,400.732,387.60400000000004,374.476,361.348,341.48,334.74,328.0,321.26,309.092,303.664,298.236,292.808,276.77,266.16,255.55,244.94000000000003,226.62400000000002,218.918,211.21200000000002,203.50600000000003,194.31400000000002,192.828,191.342
94,"Southeast Fairbanks Census Area, Alaska",2240.0,481.91,438.82,406.53,360.2,312.67,278.9,242.21,254.86,"-47.11 (-54.76, -38.63)",473.29200000000003,464.67400000000004,456.056,447.43800000000005,432.362,425.904,419.446,412.988,397.264,387.998,378.73199999999997,369.466,350.694,341.188,331.682,322.17600000000004,305.91600000000005,299.16200000000003,292.408,285.654,271.562,264.224,256.88599999999997,249.54800000000003,244.74000000000004,247.27,249.8
95,"Valdez-Cordova Census Area, Alaska",2261.0,454.03,410.62,364.28,336.85,310.87,257.68,228.83,229.32,"-49.49 (-55.36, -42.61)",445.348,436.66599999999994,427.984,419.302,401.35200000000003,392.08399999999995,382.81600000000003,373.548,358.794,353.308,347.822,342.336,331.654,326.458,321.262,316.06600000000003,300.232,289.594,278.956,268.318,251.91000000000003,246.14000000000001,240.37,234.60000000000002,228.92800000000003,229.026,229.124
96,"Wrangell City and Borough, Alaska",2275.0,482.77,438.16,382.8,358.7,326.16,277.94,244.93,244.27,"-49.40 (-55.84, -42.41)",473.848,464.926,456.004,447.082,427.088,416.016,404.944,393.872,377.98,373.15999999999997,368.34000000000003,363.52,352.192,345.684,339.176,332.66800000000006,316.5160000000001,306.872,297.228,287.584,271.338,264.736,258.134,251.532,244.79800000000003,244.666,244.53400000000002
97,"Yakutat City and Borough, Alaska",2282.0,482.9,413.86,348.22,314.52,287.38,234.33,195.8,188.37,"-60.99 (-66.75, -53.86)",469.092,455.284,441.476,427.668,400.732,387.60400000000004,374.476,361.348,341.48,334.74,328.0,321.26,309.092,303.664,298.236,292.808,276.77,266.16,255.55,244.94000000000003,226.62400000000002,218.918,211.21200000000002,203.50600000000003,194.31400000000002,192.828,191.342
98,"Yukon-Koyukuk Census Area, Alaska",2290.0,466.79,412.79,364.04,352.77,328.57,272.44,230.66,239.3,"-48.74 (-54.99, -41.24)",455.99,445.19000000000005,434.39,423.59000000000003,403.04,393.29,383.54,373.79,361.78600000000006,359.53200000000004,357.278,355.024,347.93,343.09,338.25,333.40999999999997,317.344,306.118,294.892,283.666,264.084,255.728,247.37199999999999,239.01600000000002,232.38800000000003,234.11599999999999,235.84400000000002
99,Arizona,4.0,413.7,373.15,338.85,312.23,287.18,253.25,212.01,209.33,"-49.40 (-50.58, -48.28)",405.59000000000003,397.47999999999996,389.37,381.26,366.28999999999996,359.43,352.57,345.71000000000004,333.52600000000007,328.202,322.87800000000004,317.55400000000003,307.22,302.21000000000004,297.2,292.19000000000005,280.394,273.608,266.822,260.03600000000006,245.002,236.754,228.506,220.258,211.47400000000002,210.938,210.402
100,"Apache County, Arizona",4001.0,332.83,315.6,286.95,273.21,260.31,225.91,205.94,210.0,"-36.90 (-42.13, -31.78)",329.384,325.938,322.492,319.04600000000005,309.87,304.14,298.40999999999997,292.68,284.202,281.45399999999995,278.706,275.95799999999997,270.63,268.05,265.47,262.89,253.43,246.55,239.67000000000002,232.79000000000002,221.916,217.922,213.928,209.93400000000003,206.752,207.564,208.376
101,"Cochise County, Arizona",4003.0,417.38,397.0,361.95,344.52,320.68,282.2,255.26,253.53,"-39.26 (-43.25, -34.81)",413.304,409.228,405.152,401.076,389.99,382.98,375.97,368.96000000000004,358.464,354.97799999999995,351.49199999999996,348.006,339.752,334.98400000000004,330.216,325.44800000000004,312.98400000000004,305.288,297.592,289.896,276.812,271.424,266.03599999999994,260.648,254.914,254.56799999999998,254.22199999999998
102,"Coconino County, Arizona",4005.0,362.07,340.03,299.23,287.28,254.62,223.6,192.11,193.02,"-46.69 (-50.60, -42.27)",357.66200000000003,353.254,348.846,344.438,331.87,323.71,315.55,307.39,296.84000000000003,294.45,292.05999999999995,289.66999999999996,280.748,274.216,267.68399999999997,261.15200000000004,248.41600000000003,242.212,236.008,229.804,217.302,211.00400000000002,204.70600000000002,198.40800000000002,192.29200000000003,192.47400000000002,192.656
